Age,Attrition,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
32,No,689.0,Sales,9.0,4.0,35.0,1.0,2.0,Sales Executive,4.0,4668.0,22812.0,0.0,No,17.0,3.0,4.0,9.0,4.0,8.0,7.0,0.0
30,No,201.0,Research & Development,5.0,4.0,84.0,3.0,1.0,Research Scientist,1.0,3204.0,10415.0,5.0,No,14.0,3.0,4.0,8.0,3.0,3.0,2.0,2.0
30,No,1427.0,Research & Development,2.0,2.0,35.0,2.0,1.0,Laboratory Technician,4.0,2720.0,11162.0,0.0,No,13.0,3.0,4.0,6.0,3.0,5.0,3.0,1.0
41,No,857.0,Research & Development,10.0,4.0,91.0,2.0,4.0,Manager,1.0,17181.0,12888.0,4.0,No,13.0,3.0,2.0,21.0,2.0,7.0,6.0,7.0
41,No,933.0,Research & Development,9.0,3.0,94.0,3.0,1.0,Laboratory Technician,1.0,2238.0,6961.0,2.0,No,21.0,4.0,4.0,7.0,3.0,5.0,0.0,1.0
19,No,1181.0,Research & Development,3.0,2.0,79.0,3.0,1.0,Laboratory Technician,2.0,1483.0,16102.0,1.0,No,14.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0
40,No,1395.0,Research & Development,26.0,2.0,54.0,3.0,2.0,Research Scientist,2.0,5605.0,8504.0,1.0,No,11.0,3.0,1.0,20.0,3.0,20.0,7.0,2.0
35,No,662.0,Sales,1.0,3.0,94.0,3.0,3.0,Sales Executive,2.0,7295.0,11439.0,1.0,No,13.0,3.0,1.0,10.0,3.0,10.0,8.0,0.0
53,No,1436.0,Sales,6.0,2.0,34.0,3.0,2.0,Sales Representative,3.0,2306.0,16047.0,2.0,Yes,20.0,4.0,4.0,13.0,1.0,7.0,7.0,4.0
45,No,194.0,Research & Development,9.0,2.0,60.0,3.0,2.0,Laboratory Technician,2.0,2348.0,10901.0,8.0,No,18.0,3.0,3.0,20.0,1.0,17.0,9.0,0.0
32,No,967.0,Sales,8.0,2.0,43.0,3.0,3.0,Sales Executive,4.0,8998.0,15589.0,1.0,No,14.0,3.0,4.0,9.0,3.0,9.0,8.0,3.0
29,No,1496.0,Research & Development,1.0,4.0,41.0,3.0,2.0,Manufacturing Director,3.0,4319.0,26283.0,1.0,No,13.0,3.0,1.0,10.0,3.0,10.0,7.0,0.0
51,No,1169.0,Research & Development,7.0,2.0,34.0,2.0,2.0,Manufacturing Director,3.0,6132.0,13983.0,2.0,No,17.0,3.0,3.0,10.0,3.0,1.0,0.0,0.0
58,No,1145.0,Research & Development,9.0,2.0,75.0,2.0,1.0,Research Scientist,2.0,3346.0,11873.0,4.0,Yes,20.0,4.0,2.0,9.0,2.0,1.0,0.0,0.0
40,No,630.0,Sales,4.0,3.0,67.0,2.0,3.0,Sales Executive,4.0,10855.0,8552.0,7.0,No,11.0,3.0,1.0,15.0,2.0,12.0,11.0,2.0
34,No,303.0,Sales,2.0,3.0,75.0,3.0,1.0,Sales Representative,3.0,2231.0,11314.0,6.0,No,18.0,3.0,4.0,6.0,3.0,4.0,3.0,1.0
22,No,1256.0,Research & Development,19.0,3.0,80.0,3.0,1.0,Research Scientist,4.0,2323.0,11992.0,1.0,No,24.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0
27,No,691.0,Research & Development,9.0,4.0,57.0,3.0,1.0,Research Scientist,2.0,2024.0,5970.0,6.0,No,18.0,3.0,4.0,6.0,1.0,2.0,2.0,2.0
28,No,440.0,Research & Development,21.0,3.0,42.0,3.0,1.0,Research Scientist,4.0,2713.0,6672.0,1.0,No,11.0,3.0,3.0,5.0,1.0,5.0,2.0,0.0
57,No,334.0,Research & Development,24.0,3.0,83.0,4.0,3.0,Healthcare Representative,4.0,9439.0,23402.0,3.0,Yes,16.0,3.0,2.0,12.0,1.0,5.0,3.0,1.0
27,No,1450.0,Research & Development,3.0,3.0,79.0,2.0,1.0,Research Scientist,3.0,2566.0,25326.0,1.0,Yes,15.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0
50,No,1452.0,Research & Development,11.0,3.0,53.0,3.0,5.0,Manager,2.0,19926.0,17053.0,3.0,No,15.0,3.0,2.0,21.0,3.0,5.0,4.0,4.0
41,No,465.0,Research & Development,14.0,1.0,56.0,3.0,1.0,Research Scientist,3.0,2451.0,4609.0,4.0,No,12.0,3.0,1.0,13.0,3.0,9.0,8.0,1.0
30,No,1339.0,Sales,5.0,2.0,41.0,3.0,3.0,Sales Executive,4.0,9419.0,8053.0,2.0,No,12.0,3.0,3.0,12.0,3.0,10.0,9.0,7.0
38,No,702.0,Sales,1.0,1.0,59.0,2.0,2.0,Sales Executive,4.0,8686.0,12930.0,4.0,No,22.0,4.0,3.0,12.0,4.0,8.0,3.0,0.0
32,No,120.0,Research & Development,6.0,3.0,43.0,3.0,1.0,Research Scientist,3.0,3038.0,12430.0,3.0,No,20.0,4.0,1.0,8.0,3.0,5.0,4.0,1.0
27,No,1157.0,Research & Development,17.0,3.0,51.0,3.0,1.0,Research Scientist,2.0,3058.0,13364.0,0.0,Yes,16.0,3.0,4.0,6.0,2.0,5.0,2.0,1.0
19,Yes,602.0,Sales,1.0,3.0,100.0,1.0,1.0,Sales Representative,1.0,2325.0,20989.0,0.0,No,21.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0
36,No,1480.0,Research & Development,3.0,4.0,30.0,3.0,1.0,Laboratory Technician,2.0,2088.0,15062.0,4.0,No,12.0,3.0,3.0,13.0,2.0,8.0,7.0,7.0
30,No,111.0,Research & Development,9.0,3.0,66.0,3.0,2.0,Laboratory Technician,1.0,3072.0,11012.0,1.0,No,11.0,3.0,3.0,12.0,3.0,12.0,9.0,6.0
45,No,1268.0,Sales,4.0,3.0,30.0,3.0,2.0,Sales Executive,1.0,5006.0,6319.0,4.0,Yes,11.0,3.0,1.0,9.0,4.0,5.0,4.0,0.0
56,No,713.0,Research & Development,8.0,3.0,67.0,3.0,1.0,Research Scientist,1.0,4257.0,13939.0,4.0,Yes,18.0,3.0,3.0,19.0,3.0,2.0,2.0,2.0
33,No,134.0,Research & Development,2.0,3.0,90.0,3.0,1.0,Research Scientist,4.0,2500.0,10515.0,0.0,No,14.0,3.0,1.0,4.0,4.0,3.0,1.0,0.0
19,Yes,303.0,Research & Development,2.0,2.0,47.0,2.0,1.0,Laboratory Technician,4.0,1102.0,9241.0,1.0,No,22.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0
46,No,526.0,Sales,1.0,2.0,92.0,3.0,3.0,Sales Executive,1.0,10453.0,2137.0,1.0,No,25.0,4.0,3.0,24.0,3.0,24.0,13.0,15.0
38,No,1380.0,Research & Development,9.0,3.0,75.0,3.0,1.0,Laboratory Technician,4.0,2288.0,6319.0,1.0,No,12.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
31,No,140.0,Research & Development,12.0,3.0,95.0,3.0,1.0,Research Scientist,4.0,3929.0,6984.0,8.0,Yes,23.0,4.0,3.0,7.0,3.0,4.0,2.0,0.0
34,No,629.0,Research & Development,27.0,4.0,95.0,3.0,1.0,Research Scientist,2.0,2311.0,5711.0,2.0,No,15.0,3.0,4.0,9.0,3.0,3.0,2.0,1.0
41,Yes,1356.0,Sales,20.0,2.0,70.0,3.0,1.0,Sales Representative,2.0,3140.0,21728.0,1.0,Yes,22.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0
50,No,328.0,Research & Development,1.0,3.0,86.0,2.0,1.0,Laboratory Technician,3.0,3690.0,3425.0,2.0,No,15.0,3.0,4.0,5.0,2.0,3.0,2.0,0.0
53,No,1084.0,Research & Development,13.0,4.0,57.0,4.0,2.0,Manufacturing Director,1.0,4450.0,26250.0,1.0,No,11.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0
33,No,931.0,Research & Development,14.0,4.0,72.0,3.0,1.0,Research Scientist,2.0,2756.0,4673.0,1.0,No,13.0,3.0,4.0,8.0,3.0,8.0,7.0,1.0
40,No,989.0,Research & Development,4.0,4.0,46.0,3.0,5.0,Manager,3.0,19033.0,6499.0,1.0,No,14.0,3.0,2.0,21.0,3.0,20.0,8.0,9.0
55,No,692.0,Research & Development,14.0,3.0,61.0,4.0,5.0,Research Director,2.0,18722.0,13339.0,8.0,No,11.0,3.0,4.0,36.0,3.0,24.0,15.0,2.0
34,No,1069.0,Research & Development,2.0,4.0,45.0,2.0,2.0,Manufacturing Director,3.0,9547.0,14074.0,1.0,No,17.0,3.0,3.0,10.0,2.0,10.0,9.0,1.0
51,No,313.0,Research & Development,3.0,4.0,98.0,3.0,4.0,Healthcare Representative,2.0,13734.0,7192.0,3.0,No,18.0,3.0,3.0,21.0,3.0,7.0,7.0,1.0
52,No,699.0,Research & Development,1.0,3.0,65.0,2.0,5.0,Manager,3.0,19999.0,5678.0,0.0,No,14.0,3.0,1.0,34.0,3.0,33.0,18.0,11.0
27,No,894.0,Research & Development,9.0,4.0,99.0,3.0,1.0,Research Scientist,2.0,2279.0,11781.0,1.0,No,16.0,3.0,4.0,7.0,2.0,7.0,7.0,0.0
35,Yes,556.0,Research & Development,23.0,2.0,50.0,2.0,2.0,Manufacturing Director,3.0,5916.0,15497.0,3.0,Yes,13.0,3.0,1.0,8.0,3.0,1.0,0.0,0.0
43,No,1344.0,Research & Development,7.0,4.0,37.0,4.0,1.0,Research Scientist,4.0,2089.0,5228.0,4.0,No,14.0,3.0,4.0,7.0,4.0,5.0,4.0,2.0
45,No,1195.0,Research & Development,2.0,1.0,65.0,2.0,4.0,Manager,4.0,16792.0,20462.0,9.0,No,23.0,4.0,4.0,22.0,3.0,20.0,8.0,11.0
37,No,290.0,Research & Development,21.0,2.0,65.0,4.0,1.0,Research Scientist,1.0,3564.0,22977.0,1.0,Yes,12.0,3.0,1.0,8.0,2.0,8.0,7.0,1.0
35,No,138.0,Research & Development,2.0,2.0,37.0,3.0,2.0,Laboratory Technician,2.0,4425.0,15986.0,5.0,No,11.0,3.0,4.0,10.0,3.0,6.0,2.0,1.0
42,No,926.0,Research & Development,21.0,3.0,36.0,3.0,2.0,Manufacturing Director,3.0,5265.0,16439.0,2.0,No,16.0,3.0,2.0,11.0,3.0,5.0,3.0,0.0
38,No,1261.0,Research & Development,2.0,4.0,88.0,3.0,2.0,Manufacturing Director,3.0,6553.0,7259.0,9.0,No,14.0,3.0,2.0,14.0,3.0,1.0,0.0,0.0
38,No,1084.0,Research & Development,29.0,4.0,54.0,3.0,2.0,Manufacturing Director,4.0,6261.0,4185.0,3.0,No,18.0,3.0,1.0,9.0,1.0,7.0,7.0,1.0
27,No,472.0,Research & Development,1.0,3.0,60.0,2.0,2.0,Manufacturing Director,1.0,4298.0,9679.0,5.0,No,19.0,3.0,3.0,6.0,3.0,2.0,2.0,2.0
49,No,1002.0,Research & Development,18.0,4.0,92.0,3.0,2.0,Manufacturing Director,4.0,6804.0,23793.0,1.0,Yes,15.0,3.0,1.0,7.0,3.0,7.0,7.0,1.0
34,No,878.0,Research & Development,10.0,4.0,43.0,3.0,1.0,Research Scientist,3.0,3815.0,5972.0,1.0,Yes,17.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0
40,No,905.0,Research & Development,19.0,3.0,99.0,3.0,2.0,Laboratory Technician,4.0,2741.0,16523.0,8.0,Yes,15.0,3.0,3.0,15.0,4.0,7.0,2.0,3.0
38,Yes,1180.0,Research & Development,29.0,2.0,70.0,3.0,2.0,Healthcare Representative,1.0,6673.0,11354.0,7.0,Yes,19.0,3.0,2.0,17.0,3.0,1.0,0.0,0.0
29,Yes,121.0,Sales,27.0,2.0,35.0,3.0,3.0,Sales Executive,4.0,7639.0,24525.0,1.0,No,22.0,4.0,4.0,10.0,2.0,10.0,4.0,1.0
22,No,1136.0,Research & Development,5.0,4.0,60.0,4.0,1.0,Research Scientist,2.0,2328.0,12392.0,1.0,Yes,16.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0
36,No,635.0,Research & Development,18.0,2.0,73.0,3.0,1.0,Laboratory Technician,4.0,2153.0,7703.0,1.0,No,13.0,3.0,1.0,8.0,3.0,8.0,1.0,1.0
40,No,1151.0,Research & Development,9.0,4.0,63.0,2.0,2.0,Healthcare Representative,4.0,4876.0,14242.0,9.0,No,14.0,3.0,4.0,5.0,1.0,3.0,2.0,0.0
46,No,644.0,Research & Development,1.0,4.0,97.0,3.0,3.0,Healthcare Representative,1.0,9396.0,12368.0,7.0,No,16.0,3.0,3.0,17.0,3.0,4.0,2.0,0.0
32,Yes,1045.0,Sales,4.0,4.0,32.0,1.0,3.0,Sales Executive,4.0,10400.0,25812.0,1.0,No,11.0,3.0,3.0,14.0,2.0,14.0,8.0,9.0
30,No,829.0,Research & Development,1.0,3.0,88.0,2.0,3.0,Manufacturing Director,3.0,8474.0,20925.0,1.0,No,22.0,4.0,3.0,12.0,3.0,11.0,8.0,5.0
27,No,1242.0,Sales,20.0,4.0,90.0,3.0,2.0,Sales Executive,3.0,9981.0,12916.0,1.0,No,14.0,3.0,4.0,7.0,3.0,7.0,7.0,0.0
51,No,1469.0,Research & Development,8.0,2.0,81.0,2.0,3.0,Research Director,2.0,12490.0,15736.0,5.0,No,16.0,3.0,4.0,16.0,1.0,10.0,9.0,4.0
30,Yes,1005.0,Research & Development,3.0,4.0,88.0,3.0,1.0,Research Scientist,1.0,2657.0,8556.0,5.0,Yes,11.0,3.0,3.0,8.0,3.0,5.0,2.0,0.0
41,No,896.0,Sales,6.0,4.0,75.0,3.0,3.0,Manager,4.0,13591.0,14674.0,3.0,Yes,18.0,3.0,3.0,16.0,3.0,1.0,0.0,0.0
30,Yes,334.0,Sales,26.0,3.0,52.0,2.0,2.0,Sales Executive,1.0,6696.0,22967.0,5.0,No,15.0,3.0,3.0,9.0,2.0,6.0,3.0,0.0
29,Yes,992.0,Research & Development,1.0,3.0,85.0,3.0,1.0,Research Scientist,3.0,2058.0,19757.0,0.0,No,14.0,3.0,4.0,7.0,2.0,6.0,2.0,1.0
45,No,1052.0,Sales,6.0,4.0,57.0,2.0,3.0,Sales Executive,4.0,8865.0,16840.0,6.0,No,12.0,3.0,4.0,23.0,3.0,19.0,7.0,12.0
54,No,1147.0,Sales,3.0,4.0,52.0,3.0,2.0,Sales Executive,1.0,5940.0,17011.0,2.0,No,14.0,3.0,4.0,16.0,3.0,6.0,2.0,0.0
36,No,1396.0,Research & Development,5.0,4.0,62.0,3.0,2.0,Laboratory Technician,2.0,5914.0,9945.0,8.0,No,16.0,3.0,4.0,16.0,4.0,13.0,11.0,3.0
33,No,147.0,Research & Development,4.0,3.0,47.0,2.0,1.0,Research Scientist,2.0,2622.0,13248.0,6.0,No,21.0,4.0,4.0,7.0,3.0,3.0,2.0,1.0
37,No,663.0,Research & Development,11.0,2.0,47.0,3.0,3.0,Research Director,4.0,12185.0,10056.0,1.0,Yes,14.0,3.0,3.0,10.0,3.0,10.0,8.0,0.0
38,No,119.0,Sales,3.0,1.0,76.0,3.0,3.0,Sales Executive,3.0,10609.0,9647.0,0.0,No,12.0,3.0,3.0,17.0,2.0,16.0,10.0,5.0
31,No,979.0,Research & Development,1.0,3.0,90.0,1.0,2.0,Manufacturing Director,3.0,4345.0,4381.0,0.0,No,12.0,3.0,4.0,6.0,3.0,5.0,4.0,1.0
59,No,142.0,Research & Development,3.0,3.0,70.0,2.0,1.0,Research Scientist,4.0,2177.0,8456.0,3.0,No,17.0,3.0,1.0,7.0,3.0,1.0,0.0,0.0
37,No,319.0,Sales,4.0,1.0,41.0,3.0,1.0,Sales Representative,4.0,2793.0,2539.0,4.0,No,17.0,3.0,3.0,13.0,3.0,9.0,8.0,5.0
29,No,1413.0,Sales,1.0,2.0,42.0,3.0,3.0,Sales Executive,4.0,7918.0,6599.0,1.0,No,14.0,3.0,4.0,11.0,3.0,11.0,10.0,4.0
35,No,944.0,Sales,1.0,3.0,92.0,3.0,3.0,Sales Executive,3.0,8789.0,9096.0,1.0,No,14.0,3.0,1.0,10.0,4.0,10.0,7.0,0.0
29,Yes,896.0,Research & Development,18.0,3.0,86.0,2.0,1.0,Research Scientist,4.0,2389.0,14961.0,1.0,Yes,13.0,3.0,3.0,4.0,2.0,4.0,3.0,0.0
52,No,1323.0,Research & Development,2.0,3.0,89.0,2.0,1.0,Laboratory Technician,4.0,3212.0,3300.0,7.0,No,15.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0
42,No,532.0,Research & Development,4.0,3.0,58.0,3.0,5.0,Manager,4.0,19232.0,4933.0,1.0,No,11.0,3.0,4.0,22.0,3.0,22.0,17.0,11.0
59,No,818.0,Human Resources,6.0,2.0,52.0,3.0,1.0,Human Resources,3.0,2267.0,25657.0,8.0,No,17.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0
50,No,854.0,Sales,1.0,4.0,68.0,3.0,5.0,Manager,4.0,19517.0,24118.0,3.0,No,11.0,3.0,3.0,32.0,2.0,7.0,0.0,0.0
33,Yes,813.0,Research & Development,14.0,3.0,58.0,3.0,1.0,Laboratory Technician,4.0,2436.0,22149.0,5.0,Yes,13.0,3.0,3.0,8.0,1.0,5.0,4.0,0.0
43,No,1034.0,Sales,16.0,4.0,80.0,3.0,4.0,Manager,4.0,16064.0,7744.0,5.0,Yes,22.0,4.0,3.0,22.0,3.0,17.0,13.0,1.0
33,Yes,465.0,Research & Development,2.0,1.0,39.0,3.0,1.0,Laboratory Technician,1.0,2707.0,21509.0,7.0,No,20.0,4.0,1.0,13.0,4.0,9.0,7.0,1.0
52,No,771.0,Sales,2.0,1.0,79.0,2.0,5.0,Manager,3.0,19068.0,21030.0,1.0,Yes,18.0,3.0,4.0,33.0,4.0,33.0,7.0,15.0
32,No,1401.0,Sales,4.0,3.0,56.0,3.0,1.0,Sales Representative,2.0,3931.0,20990.0,2.0,No,11.0,3.0,1.0,6.0,3.0,4.0,3.0,1.0
32,Yes,515.0,Research & Development,1.0,4.0,62.0,2.0,1.0,Laboratory Technician,3.0,3730.0,9571.0,0.0,Yes,14.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0
39,No,1431.0,Research & Development,1.0,3.0,96.0,3.0,1.0,Laboratory Technician,3.0,2232.0,15417.0,7.0,No,14.0,3.0,3.0,7.0,3.0,3.0,2.0,1.0
32,No,976.0,Sales,26.0,3.0,100.0,3.0,2.0,Sales Executive,4.0,4465.0,12069.0,0.0,No,18.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0
41,No,1411.0,Research & Development,19.0,3.0,36.0,3.0,2.0,Research Scientist,1.0,3072.0,19877.0,2.0,No,16.0,3.0,1.0,17.0,2.0,1.0,0.0,0.0
40,No,1300.0,Research & Development,24.0,1.0,62.0,3.0,2.0,Research Scientist,4.0,3319.0,24447.0,1.0,No,17.0,3.0,1.0,9.0,3.0,9.0,8.0,4.0
45,No,252.0,Research & Development,1.0,3.0,70.0,4.0,5.0,Manager,4.0,19202.0,15970.0,0.0,No,11.0,3.0,3.0,25.0,3.0,24.0,0.0,1.0
31,No,1327.0,Research & Development,3.0,2.0,73.0,3.0,3.0,Research Director,3.0,13675.0,13523.0,9.0,No,12.0,3.0,1.0,9.0,3.0,2.0,2.0,2.0
33,No,832.0,Research & Development,5.0,3.0,63.0,2.0,1.0,Research Scientist,4.0,2911.0,14776.0,1.0,No,13.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0
34,No,470.0,Research & Development,2.0,4.0,84.0,2.0,2.0,Manufacturing Director,1.0,5957.0,23687.0,6.0,No,13.0,3.0,2.0,13.0,3.0,11.0,9.0,5.0
37,No,1017.0,Research & Development,1.0,3.0,83.0,2.0,1.0,Research Scientist,1.0,3920.0,18697.0,2.0,No,14.0,3.0,1.0,17.0,2.0,3.0,1.0,0.0
45,No,1199.0,Research & Development,7.0,1.0,77.0,4.0,2.0,Manufacturing Director,3.0,6434.0,5118.0,4.0,No,17.0,3.0,4.0,9.0,3.0,3.0,2.0,0.0
37,Yes,504.0,Research & Development,10.0,1.0,61.0,3.0,3.0,Manufacturing Director,3.0,10048.0,22573.0,6.0,No,11.0,3.0,2.0,17.0,3.0,1.0,0.0,0.0
39,No,505.0,Research & Development,2.0,3.0,64.0,3.0,3.0,Healthcare Representative,3.0,10938.0,6420.0,0.0,No,25.0,4.0,4.0,20.0,3.0,19.0,6.0,11.0
29,No,665.0,Research & Development,15.0,3.0,60.0,3.0,1.0,Research Scientist,4.0,2340.0,22673.0,1.0,No,19.0,3.0,1.0,6.0,3.0,6.0,5.0,1.0
42,No,916.0,Research & Development,17.0,4.0,82.0,4.0,2.0,Research Scientist,1.0,6545.0,23016.0,3.0,Yes,13.0,3.0,3.0,10.0,3.0,3.0,2.0,0.0
29,No,1247.0,Sales,20.0,4.0,45.0,3.0,2.0,Sales Executive,4.0,6931.0,10732.0,2.0,No,14.0,3.0,4.0,10.0,3.0,3.0,2.0,0.0
25,No,685.0,Research & Development,1.0,1.0,62.0,3.0,2.0,Manufacturing Director,3.0,4898.0,7505.0,0.0,No,12.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0
42,No,269.0,Research & Development,2.0,4.0,56.0,2.0,1.0,Laboratory Technician,1.0,2593.0,8007.0,0.0,Yes,11.0,3.0,3.0,10.0,3.0,9.0,6.0,7.0
40,No,1416.0,Research & Development,2.0,1.0,49.0,3.0,5.0,Research Director,3.0,19436.0,5949.0,0.0,No,19.0,3.0,4.0,22.0,3.0,21.0,7.0,3.0
51,No,833.0,Research & Development,1.0,3.0,96.0,3.0,1.0,Research Scientist,4.0,2723.0,23231.0,1.0,No,11.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0
31,Yes,307.0,Research & Development,29.0,3.0,71.0,2.0,1.0,Laboratory Technician,2.0,3479.0,11652.0,0.0,No,11.0,3.0,2.0,6.0,4.0,5.0,4.0,1.0
32,No,1311.0,Research & Development,7.0,2.0,100.0,4.0,1.0,Laboratory Technician,2.0,2794.0,26062.0,1.0,No,20.0,4.0,3.0,5.0,1.0,5.0,1.0,0.0
38,No,1327.0,Sales,2.0,4.0,39.0,2.0,2.0,Sales Executive,4.0,5249.0,19682.0,3.0,No,18.0,3.0,4.0,13.0,3.0,8.0,7.0,7.0
32,No,128.0,Research & Development,2.0,4.0,84.0,2.0,2.0,Laboratory Technician,1.0,2176.0,19737.0,4.0,No,13.0,3.0,4.0,9.0,3.0,6.0,2.0,0.0
46,No,488.0,Sales,2.0,3.0,75.0,1.0,4.0,Manager,2.0,16872.0,14977.0,3.0,Yes,12.0,3.0,2.0,28.0,2.0,7.0,7.0,7.0
28,Yes,529.0,Research & Development,2.0,1.0,79.0,3.0,1.0,Laboratory Technician,3.0,3485.0,14935.0,2.0,No,11.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0
29,No,1210.0,Sales,2.0,1.0,78.0,2.0,2.0,Sales Executive,2.0,6644.0,3687.0,2.0,No,19.0,3.0,2.0,10.0,3.0,0.0,0.0,0.0
31,No,1463.0,Research & Development,23.0,2.0,64.0,2.0,2.0,Healthcare Representative,4.0,5582.0,14408.0,0.0,No,21.0,4.0,2.0,10.0,3.0,9.0,0.0,7.0
25,No,675.0,Research & Development,5.0,2.0,85.0,4.0,2.0,Healthcare Representative,1.0,4000.0,18384.0,1.0,No,12.0,3.0,4.0,6.0,3.0,6.0,3.0,1.0
45,No,1385.0,Research & Development,20.0,3.0,79.0,3.0,4.0,Healthcare Representative,4.0,13496.0,7501.0,0.0,Yes,14.0,3.0,2.0,21.0,3.0,20.0,7.0,4.0
36,No,1403.0,Research & Development,6.0,4.0,47.0,3.0,1.0,Laboratory Technician,4.0,3210.0,20251.0,0.0,No,11.0,3.0,3.0,16.0,3.0,15.0,13.0,10.0
55,No,452.0,Research & Development,1.0,4.0,81.0,3.0,5.0,Manager,1.0,19045.0,18938.0,0.0,Yes,14.0,3.0,3.0,37.0,3.0,36.0,10.0,4.0
47,Yes,666.0,Research & Development,29.0,1.0,88.0,3.0,3.0,Manager,2.0,11849.0,10268.0,1.0,Yes,12.0,3.0,4.0,10.0,2.0,10.0,7.0,9.0
28,No,1158.0,Research & Development,9.0,4.0,94.0,3.0,1.0,Research Scientist,4.0,2070.0,2613.0,1.0,No,23.0,4.0,4.0,5.0,2.0,5.0,2.0,0.0
37,No,228.0,Sales,6.0,3.0,98.0,3.0,2.0,Sales Executive,4.0,6502.0,22825.0,4.0,No,14.0,3.0,2.0,7.0,4.0,5.0,4.0,0.0
21,No,996.0,Research & Development,3.0,4.0,100.0,2.0,1.0,Research Scientist,3.0,3230.0,10531.0,1.0,No,17.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0
37,No,728.0,Research & Development,1.0,1.0,80.0,3.0,3.0,Research Director,4.0,13603.0,11677.0,2.0,Yes,18.0,3.0,1.0,15.0,3.0,5.0,2.0,0.0
35,No,1315.0,Research & Development,22.0,2.0,71.0,4.0,3.0,Manager,2.0,11996.0,19100.0,7.0,No,18.0,3.0,2.0,10.0,2.0,7.0,7.0,6.0
38,No,322.0,Sales,7.0,1.0,44.0,4.0,2.0,Sales Executive,1.0,5605.0,19191.0,1.0,Yes,24.0,4.0,3.0,8.0,3.0,8.0,0.0,7.0
26,No,1479.0,Research & Development,1.0,3.0,84.0,3.0,2.0,Manufacturing Director,2.0,6397.0,26767.0,1.0,No,20.0,4.0,1.0,6.0,1.0,6.0,5.0,1.0
50,No,797.0,Research & Development,4.0,1.0,96.0,3.0,5.0,Research Director,2.0,19144.0,15815.0,3.0,No,14.0,3.0,1.0,28.0,2.0,10.0,4.0,1.0
53,No,1070.0,Research & Development,3.0,3.0,45.0,3.0,4.0,Research Director,3.0,17584.0,21016.0,3.0,Yes,16.0,3.0,4.0,21.0,2.0,5.0,3.0,1.0
42,No,635.0,Sales,1.0,2.0,99.0,3.0,2.0,Sales Executive,3.0,4907.0,24532.0,1.0,No,25.0,4.0,3.0,20.0,3.0,20.0,16.0,11.0
29,No,442.0,Sales,2.0,2.0,44.0,3.0,2.0,Sales Executive,4.0,4554.0,20260.0,1.0,No,18.0,3.0,1.0,10.0,2.0,10.0,7.0,0.0
55,No,147.0,Research & Development,20.0,2.0,37.0,3.0,2.0,Laboratory Technician,4.0,5415.0,15972.0,3.0,Yes,19.0,3.0,4.0,12.0,3.0,10.0,7.0,0.0
26,No,496.0,Research & Development,11.0,1.0,60.0,3.0,2.0,Healthcare Representative,1.0,4741.0,22722.0,1.0,Yes,13.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0
37,No,1372.0,Research & Development,1.0,4.0,42.0,3.0,1.0,Research Scientist,4.0,2115.0,15881.0,1.0,No,12.0,3.0,2.0,17.0,3.0,17.0,12.0,5.0
44,Yes,920.0,Research & Development,24.0,4.0,43.0,3.0,1.0,Laboratory Technician,3.0,3161.0,19920.0,3.0,Yes,22.0,4.0,4.0,19.0,1.0,1.0,0.0,0.0
38,No,688.0,Research & Development,23.0,4.0,82.0,3.0,2.0,Healthcare Representative,4.0,5745.0,18899.0,9.0,No,14.0,3.0,2.0,10.0,3.0,2.0,2.0,1.0
26,Yes,1449.0,Research & Development,16.0,1.0,45.0,3.0,1.0,Laboratory Technician,2.0,2373.0,14180.0,2.0,Yes,13.0,3.0,4.0,5.0,3.0,3.0,2.0,0.0
28,No,1117.0,Research & Development,8.0,4.0,66.0,3.0,1.0,Research Scientist,4.0,3310.0,4488.0,1.0,No,21.0,4.0,4.0,5.0,3.0,5.0,3.0,0.0
